AST%_advanced,Age,BLK%_advanced,BPM_advanced,DBPM_advanced,DRB%_advanced,DWS_advanced,G_advanced,MP_advanced,OBPM_advanced,ORB%_advanced,OWS_advanced,PER_advanced,Player,Pos,Rk_advanced,STL%_advanced,TRB%_advanced,Tm,USG%_advanced,VORP_advanced,WS/48_advanced,WS_advanced,type,year
17,22,0,-4.4,-3.2,10.8,0.1,15,159,-1.2,2.2,0.1,14.5,Bryce Cotton,PG,103,1.3,6.5,UTA,25.6,-0.1,0.067,0.2,advanced,2015
20.4,24,4,4.7,3.3,30.6,3.2,59,2013,1.4,10.8,2.8,25.2,DeMarcus Cousins,C,104,2.3,21.1,SAC,34.1,3.4,0.144,6,advanced,2015
9.8,24,1.3,0.2,-0.5,14.6,2.3,70,1956,0.6,3.4,1.6,14.7,Robert Covington,SF,105,2.5,8.8,PHI,21.8,1.1,0.097,4,advanced,2015
8.1,22,1.6,-0.3,1,10.1,0.8,51,683,-1.3,1.1,0.5,8.7,Allen Crabbe,SG,106,1.4,5.7,POR,11.5,0.3,0.088,1.3,advanced,2015
14.9,34,0.7,-1,-2.7,6.9,1.2,64,1703,1.7,1.2,2.5,16.6,Jamal Crawford,SG,107,1.8,4.1,LAC,27.6,0.4,0.102,3.6,advanced,2015
8.6,24,1.2,0.6,0.6,14.9,2,82,1647,-0.1,4.7,1.9,13.9,Jae Crowder,SF,108,2.2,9.7,TOT,17.5,1.1,0.113,3.9,advanced,2015
4.4,27,1.7,-1.6,1,12.8,1.2,66,1652,-2.6,4.8,0.5,8.9,Dante Cunningham,PF,109,1.5,8.8,NOP,10.9,0.2,0.047,1.6,advanced,2015
16.4,23,0,-6.7,-2.7,9.9,0.1,19,89,-4,1.3,-0.1,7.3,Jared Cunningham,SG,110,1.7,5.7,LAC,23.2,-0.1,-0.023,0,advanced,2015
15.6,24,0,-15.9,-1.6,27.7,0,2,8,-14.3,0,-0.1,-11.4,Seth Curry,PG,111,0,13.7,PHO,16.5,0,-0.298,0,advanced,2015
38.6,26,0.5,9.9,0.3,11.4,4.1,80,2613,9.6,2.4,11.5,28,Stephen Curry,PG,112,3,7,GSW,28.9,7.9,0.288,15.7,advanced,2015
8.6,33,6.3,-2.2,3,25.1,0.7,32,544,-5.2,10.9,-0.4,11.8,Samuel Dalembert,C,113,1.4,17.8,NYK,15,0,0.023,0.3,advanced,2015
9.2,23,0.2,-4.9,-4.6,7.2,0.1,47,397,-0.3,2.2,0.1,9.6,Troy Daniels,SG,114,0.8,4.7,TOT,21.3,-0.3,0.022,0.2,advanced,2015
7.6,27,2.6,-2.1,-1.8,13.9,0.2,21,209,-0.3,1.5,0.2,15.1,Luigi Datome,SF,115,0.5,7.6,TOT,20.7,0,0.095,0.4,advanced,2015
12.4,23,1.3,-3.2,-0.1,12.1,0.4,27,423,-3.1,9.4,-0.2,10.5,Brandon Davies,PF,116,2.1,10.7,TOT,18.9,-0.1,0.028,0.2,advanced,2015
11.6,21,6.2,7.1,3,24.1,4.2,68,2455,4.2,8,9.9,30.8,Anthony Davis,PF,117,2.1,16.1,NOP,27.8,5.7,0.274,14,advanced,2015
8.3,25,4.3,3,1.9,23.1,1.6,79,1840,1.1,13.3,4.6,20,Ed Davis,PF,118,1.4,18,LAL,14.8,2.3,0.164,6.3,advanced,2015
6.3,29,1.9,-2.5,1,15.4,1.1,74,904,-3.5,5.5,0.2,10.8,Glen Davis,PF,119,2.3,10.5,LAC,16.7,-0.1,0.072,1.4,advanced,2015
6.6,23,0,-11.5,-3.9,10.7,0,4,22,-7.5,0,-0.1,-5,Andre Dawkins,SG,120,0,5.5,MIA,15,-0.1,-0.172,-0.1,advanced,2015
7.5,26,1.1,-5.4,-1,21,0.5,34,344,-4.4,3.4,-0.6,8.2,Austin Daye,SF,121,1.8,12.4,TOT,22.1,-0.3,-0.001,0,advanced,2015
1.6,25,4.8,-3.3,0.3,24.1,1,59,845,-3.6,15.5,0.7,13.3,Dewayne Dedmon,C,122,1,19.7,ORL,13,-0.3,0.099,1.7,advanced,2015
21.1,24,0.1,-2.6,-2,7.3,0.5,67,1380,-0.6,3.1,1.4,8.5,Matthew Dellavedova,SG,123,0.9,5.2,CLE,12.6,-0.2,0.067,1.9,advanced,2015
9.9,29,0.8,0.5,-0.6,13.3,1.6,72,2421,1.1,5.2,3.7,15.5,Luol Deng,SF,124,1.4,9.3,MIA,19.5,1.5,0.106,5.4,advanced,2015
17,25,0.4,-1.6,-1.4,12.9,1.4,60,2100,-0.2,2.3,2.6,17.4,DeMar DeRozan,SG,125,1.8,7.6,TOR,28.4,0.2,0.09,4,advanced,2015
17.9,32,0.9,0.1,0.7,15.2,2.3,81,1984,-0.6,4.5,1.3,12.7,Boris Diaw,PF,126,0.9,10,SAS,18.3,1.1,0.088,3.6,advanced,2015
10.5,25,4.5,2.5,2.4,20.8,1.5,73,2193,0.1,11.3,3.4,17.2,Gorgui Dieng,C,127,1.6,15.9,MIN,15,2.5,0.108,4.9,advanced,2015
34.9,21,1,-4.2,-1.5,10.9,0.4,34,455,-2.6,0.9,-0.3,10.2,Spencer Dinwiddie,PG,128,2.2,5.7,DET,21.1,-0.2,0.009,0.1,advanced,2015
4.4,31,2.3,-1.4,2.1,22.7,1.5,69,854,-3.5,13.3,0.4,11.1,Joey Dorsey,PF,129,2.3,18,HOU,11.3,0.1,0.108,1.9,advanced,2015
5,28,0,-6.1,-1.6,11.8,0.1,12,103,-4.4,1.1,0,3.3,Chris Douglas-Roberts,SG,131,0.5,6.6,LAC,10.7,-0.1,0.02,0,advanced,2015
22.8,28,0.5,1.1,-1.4,8.2,1.4,78,2640,2.5,3.5,5.4,17.4,Goran Dragic,SG-PG,132,1.5,5.9,TOT,21.8,2.1,0.123,6.8,advanced,2015
11.2,25,0,-6.5,-4,4.6,0,16,75,-2.5,7.8,-0.1,8.2,Zoran Dragic,SG,133,1.4,6.2,TOT,22.9,-0.1,-0.042,-0.1,advanced,2015
33.9,24,0,-11.4,-4.1,7.3,0.1,12,219,-7.3,0.5,-0.5,4.5,Larry Drew,PG,134,1.4,3.7,PHI,16.8,-0.5,-0.087,-0.4,advanced,2015
3.9,21,4.8,-0.2,1.1,30.1,4.3,82,2502,-1.2,18.3,3.4,21.4,Andre Drummond,C,135,1.5,24,DET,22,1.2,0.147,7.7,advanced,2015
11.5,29,0.5,0.6,0.5,11.6,2.1,72,1717,0.1,3,2,12.3,Jared Dudley,SG,136,2.1,7.3,MIL,13.5,1.1,0.116,4.1,advanced,2015
16.8,38,5.1,5.5,4.7,26.7,4.7,77,2227,0.8,8.8,4.9,22.6,Tim Duncan,C,137,1.4,17.9,SAS,22.2,4.2,0.207,9.6,advanced,2015
9.7,34,0.8,0.4,-0.2,12.7,1.7,63,1838,0.6,1.7,2.4,11.6,Mike Dunleavy,SF,138,1.1,7.3,CHI,14.2,1.1,0.108,4.1,advanced,2015
22.2,26,2.2,6.1,-0.2,18.7,1,27,913,6.3,1.9,3.8,27.6,Kevin Durant,SF,139,1.3,10.4,OKC,29.1,1.9,0.252,4.8,advanced,2015
9.1,23,1.5,-5.2,-1.3,13.8,0.4,39,647,-3.8,3.8,-0.8,8.4,Cleanthony Early,SF,140,2,8.7,NYK,19.6,-0.5,-0.03,-0.4,advanced,2015
10.2,27,0.1,-3,-2.6,12.3,0.1,65,1675,-0.4,2,1.1,11.6,Wayne Ellington,SG,141,1,6.9,LAL,18.5,-0.4,0.034,1.2,advanced,2015
20.5,29,0.8,-0.1,-0.7,6.4,2.2,80,2699,0.7,1.4,1.4,16.5,Monta Ellis,SG,142,2.8,3.9,DAL,27.9,1.3,0.065,3.6,advanced,2015
7.2,24,1.4,-1.5,-0.6,14,0.8,62,1051,-0.9,6,1.2,11.5,James Ennis,SF,143,1.3,10.1,MIA,14.6,0.1,0.088,1.9,advanced,2015
27.3,20,1,-6.7,-1.5,7.7,0.5,33,411,-5.2,1.9,-0.8,7.3,Tyler Ennis,PG,144,2.2,4.8,TOT,20.6,-0.5,-0.04,-0.3,advanced,2015
7.9,27,3.6,3.5,2,19.4,0.4,38,266,1.5,11.3,0.9,20.5,Jeremy Evans,SF,145,2.2,15.4,UTA,13.1,0.4,0.241,1.3,advanced,2015
6.1,34,0.5,-2.7,0,29,0.8,47,764,-2.7,14.9,0.4,11.7,Reggie Evans,PF,146,1.4,22.2,SAC,13,-0.1,0.074,1.2,advanced,2015
32.7,25,1,1.9,0.1,14.1,2.2,79,2690,1.7,3.5,2.4,17.7,Tyreke Evans,SG,147,2,8.8,NOP,26.1,2.6,0.082,4.6,advanced,2015
16.6,19,0.6,-3.8,-1.3,6.6,1,82,1817,-2.6,1.7,-1.1,5.7,Dante Exum,PG,148,1.2,4.2,UTA,13.8,-0.8,-0.003,-0.1,advanced,2015
2.5,25,6.2,-1.8,1.2,19.7,0.9,46,504,-3,13.3,0.8,16.2,Festus Ezeli,C,149,0.7,16.6,GSW,17.7,0,0.159,1.7,advanced,2015
7.1,25,2.1,0.8,0.9,22.9,2.1,75,2086,-0.2,12.1,3.5,18.4,Kenneth Faried,PF,150,1.5,17.3,DEN,20.3,1.4,0.13,5.6,advanced,2015
18,28,0.8,-2,-1.3,7.1,0.4,36,529,-0.7,1.7,0.2,9.9,Jordan Farmar,PG,151,1.9,4.5,LAC,16.6,0,0.053,0.6,advanced,2015
9.4,23,4.3,2.4,1.7,20.7,3.3,74,2280,0.8,10,5,21.8,Derrick Favors,PF,152,1.4,15.4,UTA,23.8,2.6,0.175,8.3,advanced,2015
21.9,30,1.2,-3,-1.3,9.4,0.2,29,281,-1.8,0.8,0,12.4,Raymond Felton,PG,153,2,5.1,DAL,20.7,-0.1,0.039,0.2,advanced,2015
10.1,26,0,-1.5,0.1,8.5,0.1,26,216,-1.5,5.3,0.2,10.8,Landry Fields,SF,154,2.6,6.9,TOR,10.8,0,0.072,0.3,advanced,2015
11.5,22,0.1,-2.1,-2.3,8.7,0.6,58,1661,0.2,1.9,1.5,12.4,Evan Fournier,SG,155,1.2,5.2,ORL,19.7,-0.1,0.059,2.1,advanced,2015
17,31,0.8,-1.1,-1.8,7.8,0.4,50,1087,0.7,0.9,0.6,11,Randy Foye,SG,156,1.6,4.2,DEN,19.3,0.2,0.045,1,advanced,2015
32.8,23,6,-5.1,-0.3,8.6,0,3,13,-4.8,8,0,4.9,Jamaal Franklin,SG,157,0,8.3,DEN,16.6,0,-0.063,0,advanced,2015
39.4,24,0,-7.3,-2.4,10.2,0.2,11,239,-4.9,2.6,-0.3,8.1,Tim Frazier,PG,158,1.7,6.3,TOT,17.5,-0.3,-0.017,-0.1,advanced,2015
17.2,25,0.3,-5.5,-2.9,7.1,0.2,50,509,-2.6,1.8,0,9.8,Jimmer Fredette,PG,159,1.5,4.5,NOP,19.6,-0.4,0.021,0.2,advanced,2015
3.8,27,2.7,-1.8,1.2,21.9,0.9,48,617,-3,11,0.6,12.2,Joel Freeland,C,160,0.7,16.6,POR,13.4,0,0.122,1.6,advanced,2015
7.4,31,1.7,-0.9,0,16.4,1.4,75,1870,-0.9,1.6,0.7,9.5,Channing Frye,PF,161,1.3,8.9,ORL,14.1,0.5,0.053,2.1,advanced,2015
9.4,26,1.1,1.3,-1.1,14.7,1,59,1426,2.3,2.3,3,16.8,Danilo Gallinari,SF,162,1.6,8.3,DEN,21.5,1.2,0.132,3.9,advanced,2015
17.6,23,0.7,-1.1,-1.1,12.5,0.6,45,1457,0,2.9,0.7,12.3,Langston Galloway,PG,163,1.9,7.5,NYK,19.2,0.3,0.043,1.3,advanced,2015
11,33,1.9,-5.3,-0.2,7.7,0.2,14,200,-5,1.7,-0.4,3.6,Francisco Garcia,SF,164,2.2,4.7,HOU,16.2,-0.2,-0.044,-0.2,advanced,2015
13.1,38,1.4,-0.2,2.4,31.1,1.5,47,952,-2.6,5.7,0.4,15.2,Kevin Garnett,PF,165,2.5,18.3,TOT,17.8,0.4,0.096,1.9,advanced,2015
19.7,30,4,4.8,3.5,21.8,4.7,81,2687,1.3,4.9,5.5,21.7,Marc Gasol,C,166,1.4,13.4,MEM,24.6,4.6,0.182,10.2,advanced,2015
14.4,34,4,2.8,2.1,27.6,4.4,78,2681,0.7,9.2,6,22.7,Pau Gasol,PF,167,0.5,18.6,CHI,24.7,3.2,0.187,10.4,advanced,2015
19,28,1.3,2.1,-0.7,13.7,1.3,68,2408,2.8,4.8,4.8,19.7,Rudy Gay,SF,168,1.5,9.4,SAC,27,2.5,0.122,6.1,advanced,2015
5.8,27,0.8,-1,0.3,9.5,0.6,54,662,-1.3,5.9,0.6,13,Alonzo Gee,SF,169,2.7,7.7,TOT,16.7,0.2,0.086,1.2,advanced,2015
11.8,24,0.9,-3.3,-0.7,21.7,0.2,6,91,-2.7,4.9,-0.2,13,Paul George,SF,170,2.8,13.4,IND,32.8,0,-0.008,0,advanced,2015
6.9,29,3.2,0.6,1.1,14.6,2.1,62,1692,-0.6,10.7,2.7,16.1,Taj Gibson,PF,171,1.1,12.7,CHI,17.6,1.1,0.137,4.8,advanced,2015
28.6,37,0.9,1.7,0.3,12.8,2.3,70,1587,1.4,2,1.4,16.2,Manu Ginobili,SG,172,2.2,7.5,SAS,23.9,1.5,0.111,3.7,advanced,2015
8.2,22,7,5.8,5.1,27.2,4.3,82,2158,0.7,14.3,5,21.6,Rudy Gobert,C,173,1.6,20.7,UTA,14,4.3,0.206,9.3,advanced,2015
8.6,33,0.8,-1.6,0.2,19.3,1.2,51,864,-1.8,9.6,0.5,11.9,Drew Gooden,PF,174,1.2,14.5,WAS,17,0.1,0.094,1.7,advanced,2015
12.6,20,1.3,-4.5,-1.2,9.7,0.4,41,535,-3.3,5.5,-0.2,11.2,Archie Goodwin,SG,175,1.7,7.6,PHO,23.4,-0.3,0.014,0.2,advanced,2015
6.3,19,2.2,-2.8,0,17.8,0.7,47,797,-2.8,6.4,0.3,11.4,Aaron Gordon,PF,176,1.3,12,ORL,15.5,-0.2,0.06,1,advanced,2015
10.3,31,0.1,-6.1,-3.6,8.3,0.2,56,790,-2.5,0.8,0.1,10.6,Ben Gordon,SG,177,0.9,4.5,ORL,21.8,-0.8,0.015,0.3,advanced,2015
4.8,24,0,-11.3,-2.3,17.7,0.1,9,71,-9,10.2,-0.2,3.7,Drew Gordon,PF,178,0.7,13.7,PHI,17.1,-0.2,-0.093,-0.1,advanced,2015
17.6,26,0.5,-0.6,-2,7.4,0.7,61,2018,1.4,1.6,2.2,12.7,Eric Gordon,SG,179,1.3,4.5,NOP,19.8,0.7,0.069,2.9,advanced,2015
6.5,30,3.6,1.8,2.3,24.1,4.2,82,2453,-0.4,8.5,4.4,18.2,Marcin Gortat,C,180,1,16.5,WAS,17.6,2.4,0.168,8.6,advanced,2015
4.4,31,0.8,-3.2,-1.8,11.5,0.3,30,613,-1.5,4,0.2,8.6,Danny Granger,SF,181,1.1,7.8,MIA,15.5,-0.2,0.046,0.6,advanced,2015
9.4,20,4,-3.3,1,12.3,1.4,65,1377,-4.3,3.7,-0.9,8.7,Jerami Grant,SF,182,1.5,7.8,PHI,16.5,-0.5,0.019,0.5,advanced,2015
10.3,27,2.8,5,2.2,13.9,3.9,81,2312,2.8,2.7,4,16.5,Danny Green,SG,183,2.2,8.4,SAS,17.5,4.1,0.163,7.8,advanced,2015
16.1,24,2.9,5,4,22.4,5.2,79,2490,1,5.1,3.3,16.4,Draymond Green,PF,184,2.4,14,GSW,17.2,4.4,0.163,8.5,advanced,2015
15.1,23,0,-5.4,-2.7,6.6,0.1,43,410,-2.7,1.8,-0.1,8.9,Erick Green,PG,185,1.5,4.1,DEN,19.1,-0.3,0,0,advanced,2015
10.9,29,0.6,-2.4,-3.3,11.7,1,74,1446,0.8,2.5,1,15.4,Gerald Green,SG,186,1.4,7,PHO,28.4,-0.2,0.065,1.9,advanced,2015
4,24,2.4,-2.1,-0.1,18,0.3,24,164,-2,13.3,0.1,14.9,JaMychal Green,PF,187,1.6,15.7,TOT,18.3,0,0.119,0.4,advanced,2015
8.8,28,1.1,-0.7,-0.8,12.1,2.4,78,2454,0.1,2.9,2.7,14.4,Jeff Green,SF,188,1.1,7.5,TOT,21.9,0.8,0.101,5.2,advanced,2015
10.9,33,0.4,-4.9,-2.1,7.9,0.4,52,951,-2.8,1.6,-0.4,7.9,Willie Green,SG,189,1.4,4.7,ORL,17.6,-0.7,-0.003,-0.1,advanced,2015
26.2,25,1.2,4.1,1,17.9,2.4,67,2356,3.1,6.1,6.6,22.8,Blake Griffin,PF,190,1.4,12.1,LAC,28.4,3.6,0.183,9,advanced,2015
19.6,26,0,-3.1,-0.6,12.9,0.2,20,175,-2.5,3.3,0.1,11,Jorge Gutierrez,PG,191,1.8,8.1,TOT,15.2,0,0.088,0.3,advanced,2015
5.1,22,1.5,-3.5,-1.3,11.5,0.8,45,687,-2.2,3.4,-0.5,9,P.J. Hairston,SG,192,1.6,7.4,CHO,20.4,-0.3,0.022,0.3,advanced,2015
8.2,24,0,-3.2,-2.1,12.7,0.1,14,122,-1.1,1.9,0.1,8.3,Jordan Hamilton,SF,193,0.8,7.4,LAC,14.4,0,0.059,0.1,advanced,2015
8.1,24,3.4,0.7,0.9,12.7,0.5,41,712,-0.1,9.3,1,14.6,Justin Hamilton,C,194,2,11,TOT,14.2,0.5,0.102,1.5,advanced,2015
2.8,29,1.1,-0.5,-0.5,17.3,0.9,74,1058,0.1,11.6,2.6,13.3,Tyler Hansbrough,PF,195,1.5,14.4,TOR,10.5,0.4,0.156,3.4,advanced,2015
13.5,22,0.7,-4.1,-4.2,10.2,0,70,1681,0.1,0.8,0.8,12.1,Tim Hardaway,SG,196,0.6,5.4,NYK,23.8,-0.9,0.023,0.8,advanced,2015
34.6,25,1.6,8.4,1,14.2,4.2,81,2981,7.4,2.8,12.2,26.7,James Harden,SG,197,2.6,8.5,HOU,31.3,7.8,0.265,16.4,advanced,2015
5.4,21,1.1,-2.9,0.2,11.6,0.6,45,674,-3.1,6.3,-0.3,8.4,Maurice Harkless,SF,198,2.4,8.9,ORL,13.7,-0.1,0.021,0.3,advanced,2015
20.4,31,0.7,1.2,-0.8,8,1.3,76,1685,1.9,0.8,2.9,14.8,Devin Harris,PG,199,2.3,4.4,DAL,18,1.3,0.12,4.2,advanced,2015
5.9,20,0.8,-4.3,-0.1,6.7,0.5,55,719,-4.2,3,-1.2,4.9,Gary Harris,SG,200,2.7,4.8,DEN,16.6,-0.4,-0.046,-0.7,advanced,2015
7.7,23,0.3,-4.5,-2.5,7.8,0.2,51,493,-2,1.7,0,5.6,Joe Harris,SG,201,0.7,4.8,CLE,14.1,-0.3,0.018,0.2,advanced,2015
8.8,22,1.2,-0.3,-0.7,17.3,1.8,68,2369,0.4,3.4,3,16.7,Tobias Harris,SF,202,1.5,10.3,ORL,22.5,1,0.098,4.8,advanced,2015
7.4,34,1.1,-3.4,-0.1,22.1,1,62,995,-3.3,8.8,0.4,10.6,Udonis Haslem,PF,203,1.1,15.6,MIA,14.6,-0.4,0.066,1.4,advanced,2015
10,26,3.4,-1.9,1,19.7,1.5,73,1274,-2.9,2.7,-0.3,9.8,Spencer Hawes,PF,204,1,11.4,LAC,17.9,0,0.044,1.2,advanced,2015
11.3,31,1.3,-0.4,1.1,14.9,0.2,29,255,-1.5,8.1,0.3,10.4,Chuck Hayes,C,205,2,11.5,TOR,10.4,0.1,0.091,0.5,advanced,2015
21.7,24,0.9,3.4,0.1,14,2.9,76,2618,3.3,2.4,5.8,20.2,Gordon Hayward,SF,206,2.2,8.2,UTA,26.2,3.6,0.159,8.7,advanced,2015
2.5,35,6.6,-6.6,1.3,21.9,0.2,22,119,-7.9,5.9,-0.2,9.1,Brendan Haywood,C,207,0.9,14,CLE,17.3,-0.1,0.008,0,advanced,2015
15.6,27,0.7,-1.5,-0.4,11.6,2.3,80,2315,-1.2,1.7,1.3,13.2,Gerald Henderson,SG,208,1.1,6.5,CHO,20.7,0.3,0.074,3.6,advanced,2015
4.8,23,0,-7.9,-2.4,2.7,0,9,86,-5.5,2.5,-0.1,4.9,Xavier Henry,SF,209,1.8,2.6,LAL,13.7,-0.1,-0.03,-0.1,advanced,2015
7.8,24,9.3,2.7,4.6,17.4,2.4,67,1228,-1.9,11.7,1.3,18,John Henson,C,210,1.2,14.5,MIL,18.1,1.5,0.142,3.6,advanced,2015
7.4,28,5.1,-1,2.1,21.9,3.2,76,1926,-3.1,9,1,15.4,Roy Hibbert,C,211,0.5,15.5,IND,21.3,0.5,0.105,4.2,advanced,2015
6.5,26,1.9,-2.7,0.4,24,1.4,73,1411,-3.1,11.1,0.5,14.3,JJ Hickson,C,212,1.3,17.3,DEN,19.7,-0.3,0.062,1.8,advanced,2015
12,32,1,-0.6,1.3,17,2.5,67,1693,-1.9,5.7,0.5,14.3,Nene Hilario,PF,213,2,11.5,WAS,21.8,0.6,0.086,3,advanced,2015
31.4,28,0.9,5.6,0.2,13.3,1.6,43,1267,5.4,2.2,3.7,21.5,George Hill,PG,214,1.8,7.8,IND,23.8,2.4,0.203,5.4,advanced,2015
9.5,27,2.3,-2.6,-0.6,23.4,1.1,70,1874,-2,9.9,1.1,16.2,Jordan Hill,C,215,0.9,16.4,LAL,22.7,-0.3,0.055,2.2,advanced,2015
11.9,23,0.6,-0.3,0.8,11.2,2.6,82,2381,-1.1,3.3,0.9,10.2,Solomon Hill,SF,216,1.4,7.3,IND,15.9,1,0.072,3.5,advanced,2015
13.8,34,0.6,-2.8,-0.6,6.6,1.3,66,1610,-2.3,1.4,-0.3,6.8,Kirk Hinrich,SG,217,1.5,4.1,CHI,13.3,-0.3,0.03,1,advanced,2015
34.9,24,1.3,2.3,-0.7,9,1.1,40,1303,3,2.8,2.3,18.8,Jrue Holiday,PG,218,2.5,5.9,NOP,23.1,1.4,0.124,3.4,advanced,2015
10.1,25,1.4,-1,0.5,9.7,1,59,657,-1.4,2,0.2,12.1,Justin Holiday,SG,219,3,6,GSW,18.8,0.2,0.092,1.3,advanced,2015
5,30,3.4,-1.4,0,16.6,0.3,46,441,-1.4,9.6,0.7,13.1,Ryan Hollins,C,220,0.7,13.2,SAC,13.1,0.1,0.104,1,advanced,2015
13.2,22,0.9,-1.1,-1.3,11.7,0.9,50,1064,0.2,1,1.3,12.3,Rodney Hood,SG,221,1.5,6.4,UTA,19.6,0.2,0.098,2.2,advanced,2015
18.6,28,3.5,3.8,2.5,19.8,3.6,76,2318,1.3,6.7,5.1,21.4,Al Horford,C,222,1.5,13.4,ATL,22.2,3.4,0.179,8.7,advanced,2015
7.3,29,3.4,-1.2,1.2,28.9,2.2,41,1223,-2.4,10,1.4,19.2,Dwight Howard,C,223,1.1,19.5,HOU,23.3,0.3,0.14,3.6,advanced,2015
12.6,30,1.5,3.3,3.3,13.8,0.1,5,56,0,2.1,0.1,16,Lester Hudson,SG,224,5.4,8,LAC,15.1,0.1,0.141,0.2,advanced,2015
5.6,25,1,-3.5,-1.6,16.4,0.1,45,742,-1.8,4.6,0.7,9.7,Robbie Hummel,SF,225,1.1,10.3,MIN,12.1,-0.3,0.05,0.8,advanced,2015
6.7,29,1.5,-1.3,0.7,24.4,2.1,64,1345,-2,10.1,1.6,15.4,Kris Humphries,PF,226,1.3,17.4,WAS,18.3,0.2,0.134,3.8,advanced,2015
4.2,25,5.8,0.8,1.3,18.1,2.7,64,2116,-0.5,7,2.9,16.6,Serge Ibaka,PF,227,0.7,12.6,OKC,18.9,1.5,0.127,5.6,advanced,2015
14.6,31,0.9,1.6,1.5,10.8,2.8,77,2069,0.1,2.4,2.3,12.3,Andre Iguodala,SF,228,2.1,6.7,GSW,13.3,1.9,0.117,5.1,advanced,2015
7.4,27,1.2,-0.2,-1.4,17,1.7,58,1319,1.2,7,2.3,16.8,Ersan Ilyasova,PF,229,1.4,12,MIL,22.1,0.6,0.146,4,advanced,2015
16.8,27,0.5,-0.8,0.3,10.5,1.6,79,1673,-1.1,1.5,0.5,9.6,Joe Ingles,SF,230,2.3,6,UTA,12.9,0.5,0.062,2.2,advanced,2015
25,22,0.6,3.3,-1.4,7.5,2,75,2730,4.7,2.3,8.4,21.5,Kyrie Irving,PG,231,2.2,5,CLE,26.2,3.7,0.183,10.4,advanced,2015
27.3,31,0.5,-1.5,-1,11.3,1.4,80,2241,-0.5,1,1.1,14.6,Jarrett Jack,PG,232,1.7,6.1,BRK,22.6,0.3,0.055,2.6,advanced,2015
34.8,24,0.3,0.8,-1.2,12.9,1.7,77,2268,1.9,2.6,3.3,17.2,Reggie Jackson,PG,233,1.4,7.8,TOT,24.6,1.6,0.104,4.9,advanced,2015
3.4,29,7.7,1.6,2.9,14.6,0.2,16,158,-1.3,12.5,0.4,16,Bernard James,C,234,0.6,13.5,DAL,12.2,0.1,0.165,0.5,advanced,2015
38.6,30,1.6,7.4,1.2,16.6,2.9,69,2493,6.2,2.4,7.4,25.9,LeBron James,SF,235,2.3,9.6,CLE,32.3,5.9,0.199,10.4,advanced,2015
11.6,30,3.3,0.2,1.6,25.5,3.4,65,1992,-1.3,5.3,1.3,19.7,Al Jefferson,C,236,1.2,15.1,CHO,26.3,1.1,0.113,4.7,advanced,2015
4.8,24,3.2,-3.7,-0.4,20.6,0.6,50,531,-3.3,10,0.2,13.2,Cory Jefferson,PF,237,1,15.3,BRK,18.1,-0.2,0.071,0.8,advanced,2015
7,34,0.7,-0.7,-0.5,14,0.9,74,1244,-0.2,2.2,1.4,11.3,Richard Jefferson,SF,238,1.3,8.1,DAL,15.3,0.4,0.088,2.3,advanced,2015
7,23,0,-0.9,-2.1,13.8,0.3,24,297,1.1,0.8,0.6,15.9,John Jenkins,SG,239,1.7,7.5,ATL,17.8,0.1,0.147,0.9,advanced,2015
39.9,25,0.3,1.8,-2.5,8,0.7,41,1173,4.3,1.9,2.6,19.7,Brandon Jennings,PG,240,1.9,4.8,DET,26.3,1.1,0.136,3.3,advanced,2015
9,27,1.1,0.9,0.4,17.2,1.4,75,1230,0.5,8,2,15,Jonas Jerebko,PF,241,1.9,12.5,TOT,16.2,0.9,0.135,3.5,advanced,2015
9.6,21,3.1,-8.4,-1.5,15.2,0.1,8,51,-6.8,4.4,-0.2,1.5,Grant Jerrett,PF,242,2.1,9.9,TOT,25.4,-0.1,-0.128,-0.1,advanced,2015
9.4,27,2.4,1.8,1,17.3,1.6,75,1979,0.8,9.3,3.5,15.4,Amir Johnson,PF,243,1.1,13.3,TOR,15.7,1.9,0.124,5.1,advanced,2015
11.4,27,4.1,2.7,2,16.5,1.6,70,1370,0.6,5.1,2.5,17.9,James Johnson,PF,245,2,10.8,TOR,17.4,1.6,0.143,4.1,advanced,2015
17.1,33,0.4,0.2,-0.7,13.3,1.5,80,2791,0.9,2.1,2.6,14.1,Joe Johnson,SG,246,1.1,7.7,BRK,20.3,1.5,0.07,4.1,advanced,2015
6.3,22,0.9,-7.3,-1.2,10.9,0.2,28,262,-6.1,5.5,-0.4,4.8,Nick Johnson,SG,247,1.3,8.2,HOU,17.4,-0.3,-0.02,-0.1,advanced,2015
11.3,22,1.3,-1.1,0.7,13.1,0.7,32,603,-1.8,2.9,0.1,12,Tyler Johnson,SG,248,2.9,8.1,MIA,17,0.1,0.06,0.8,advanced,2015
8.6,27,1.6,-1.5,-0.6,12.9,0.7,76,2245,-0.9,3.2,1,11.1,Wesley Johnson,SF,249,1.3,7.8,LAL,16.4,0.3,0.037,1.7,advanced,2015
2.1,34,0,-6.4,-1.3,9,0.1,33,123,-5.2,0.9,0,1.9,Dahntay Jones,SF,250,1.2,5,LAC,9.8,-0.1,0.013,0,advanced,2015
5.4,34,0.9,-1.4,-2.8,9,0.4,57,669,1.4,1.6,1.2,11.1,James Jones,SF,251,1,5.3,CLE,15.8,0.1,0.11,1.5,advanced,2015
